Protein.ensemblID	Protein.proID
ENSP00000374424	PR_P85298
ENSP00000381302	PR_Q5VZY2
ENSP00000205386	PR_A4D0S4
ENSP00000377225	PR_Q14320
ENSP00000480365	PR_Q8NHL6
ENSP00000359333	PR_Q5T7M9
ENSP00000278772	PR_Q6P1L6
ENSP00000362303	PR_Q8WXS8
ENSP00000376655	PR_Q8IZU3
ENSP00000307023	PR_O14901
ENSP00000184266	PR_O95168
ENSP00000373825	PR_Q9P225
ENSP00000448419	PR_Q9H2S9
ENSP00000276173	PR_Q0D2K3
ENSP00000422533	PR_Q9HAR2
ENSP00000298694	PR_Q8TER5
ENSP00000271764	PR_P41214
ENSP00000296694	PR_Q96PL1
ENSP00000396195	PR_P05230
ENSP00000489733	PR_H0UI37
ENSP00000355927	PR_Q96S38
ENSP00000433547	PR_Q13523
ENSP00000364651	PR_Q8WWM1
ENSP00000321389	PR_Q93077
ENSP00000375081	PR_Q9BXA7
ENSP00000225899	PR_Q14532
ENSP00000436450	PR_P59540
ENSP00000364607	PR_Q53SF7
ENSP00000496107	PR_Q14953
ENSP00000434849	PR_Q50LG9
ENSP00000299561	PR_Q8WXU2
ENSP00000292538	PR_Q13948
ENSP00000345580	PR_Q9UBX3
ENSP00000357726	PR_P80511
ENSP00000357775	PR_P10746
ENSP00000454852	PR_O95149
ENSP00000478645	PR_Q8NDH6
ENSP00000299045	PR_Q8N4U5
ENSP00000295685	PR_O15144
ENSP00000404822	PR_P13987
ENSP00000233638	PR_O43763
ENSP00000313581	PR_P20151
ENSP00000361944	PR_Q9BTM9
ENSP00000404042	PR_Q7Z7H5
ENSP00000326247	PR_Q8IVG5
ENSP00000007516	PR_O14561
ENSP00000478127	PR_Q8N9U0
ENSP00000273814	PR_P52824
ENSP00000372930	PR_O95445
ENSP00000379946	PR_Q9NZM4
ENSP00000353854	PR_Q6ZRI6
ENSP00000429089	PR_O96020
ENSP00000386992	PR_Q9UI26
ENSP00000348784	PR_P78318
ENSP00000417659	PR_Q5SGD2
ENSP00000301891	PR_Q9NSA0
ENSP00000374825	PR_P01701
ENSP00000219700	PR_P30519
ENSP00000364240	PR_Q96LJ8
ENSP00000480964	PR_Q9BSV6
ENSP00000348278	PR_Q9UEW8
ENSP00000354610	PR_P19961
ENSP00000297164	PR_Q8NC24
ENSP00000467517	PR_Q96MH2
ENSP00000429742	PR_Q629K1
ENSP00000380558	PR_O14817
ENSP00000361337	PR_Q5JTB6
ENSP00000348068	PR_P01009
ENSP00000260443	PR_Q9UHA3
ENSP00000481042	PR_Q96J94
ENSP00000363387	PR_Q8N165
ENSP00000498849	PR_Q9NPJ1
ENSP00000376808	PR_Q93034
ENSP00000373860	PR_A6ND91
ENSP00000479953	PR_Q6NSJ5
ENSP00000374409	PR_Q99569
ENSP00000388638	PR_Q96I25
ENSP00000490439	PR_Q9UBY8
ENSP00000396010	PR_Q8IWV2
ENSP00000386293	PR_Q8IV08
ENSP00000290650	PR_Q8IWV7
ENSP00000379051	PR_Q96QR8
ENSP00000174653	PR_P53677
ENSP00000452250	PR_Q8NFM4
ENSP00000380023	PR_Q9UGF7
ENSP00000413703	PR_Q8TAP4
ENSP00000361321	PR_Q5VTB9
ENSP00000472959	PR_Q6ZMV8
ENSP00000341082	PR_Q9BYC9
ENSP00000327290	PR_Q9UKX5
ENSP00000295491	PR_Q9Y3D5
ENSP00000301264	PR_O43293
ENSP00000483504	PR_A0A087X0M5
ENSP00000365522	PR_Q5T6V5
ENSP00000259808	PR_Q13546
ENSP00000246949	PR_P24855
ENSP00000344140	PR_Q7Z5V6
ENSP00000338157	PR_Q05516
ENSP00000271331	PR_P58294
ENSP00000309741	PR_Q6ZQN7
ENSP00000377779	PR_Q7L1I2
ENSP00000323424	PR_Q9H9L3
ENSP00000360412	PR_Q8WTT2
ENSP00000437237	PR_Q96LW7
ENSP00000296550	PR_Q8N568
ENSP00000451000	PR_Q9Y2K1
ENSP00000494575	PR_Q15813
ENSP00000385428	PR_Q9NPP4
ENSP00000345229	PR_Q8NFT8
ENSP00000370698	PR_P40189
ENSP00000244709	PR_Q9NP99
ENSP00000498934	PR_Q5JY77
ENSP00000346037	PR_P05386
ENSP00000317482	PR_Q96R69
ENSP00000383053	PR_P29323
ENSP00000388741	PR_Q8NHX4
ENSP00000452965	PR_Q9H4I2
ENSP00000418769	PR_Q9UFW8
ENSP00000367835	PR_Q99633
ENSP00000352702	PR_P48065
ENSP00000357892	PR_Q8N5W8
ENSP00000378782	PR_Q15274
ENSP00000374850	PR_A0A075B6K4
ENSP00000481559	PR_Q6IN84
ENSP00000490275	PR_A0A1B0GUW7
ENSP00000331983	PR_Q5VZK9
ENSP00000366798	PR_O00479
ENSP00000270014	PR_Q12901
ENSP00000304419	PR_Q9GZK3
ENSP00000352920	PR_Q5SVZ6
ENSP00000292510	PR_Q9UK41
ENSP00000446647	PR_Q9UBM8
ENSP00000274710	PR_Q9BQI7
ENSP00000324105	PR_P13929
ENSP00000363373	PR_O95758
ENSP00000247829	PR_P19075
ENSP00000372738	PR_P01909
ENSP00000269973	PR_Q02386
ENSP00000231749	PR_O75800
ENSP00000320924	PR_Q8TF74
ENSP00000361536	PR_Q9BW60
ENSP00000258774	PR_O60921
ENSP00000366950	PR_Q9BYQ4
ENSP00000257857	PR_P08962
ENSP00000494235	PR_Q86V88
ENSP00000490739	PR_Q96QA5
ENSP00000491490	PR_P24071
ENSP00000370543	PR_P53794
ENSP00000417610	PR_Q9ULC3
ENSP00000468518	PR_Q9UJT1
ENSP00000329522	PR_A6NLX3
ENSP00000457333	PR_O43325
ENSP00000355992	PR_Q9Y228
ENSP00000382725	PR_Q99943
ENSP00000492019	PR_Q5VX52
ENSP00000497483	PR_O43323
ENSP00000379169	PR_Q9HBT7
ENSP00000290722	PR_Q96LB9
ENSP00000333744	PR_Q15760
ENSP00000397297	PR_P20783
ENSP00000353422	PR_Q96RL7
ENSP00000384881	PR_Q2M3G0
ENSP00000423421	PR_Q9BQ16
ENSP00000244314	PR_Q6NXR0
ENSP00000430333	PR_O75094
ENSP00000351214	PR_Q9P0U1
ENSP00000270517	PR_Q9BQ95
ENSP00000463178	PR_Q8N660
ENSP00000316990	PR_Q8IUR0
ENSP00000386063	PR_Q8NEJ0
ENSP00000465727	PR_Q96MH2
ENSP00000295206	PR_Q05925
ENSP00000459368	PR_Q9H4I9
ENSP00000411022	PR_O96033
ENSP00000399030	PR_Q13838
ENSP00000416944	PR_O14931
ENSP00000417895	PR_C9J798
ENSP00000321627	PR_Q8N957
ENSP00000255108	PR_Q9BQC3
ENSP00000378120	PR_Q8NFT2
ENSP00000262932	PR_Q8N129
ENSP00000447109	PR_Q6X4T0
ENSP00000280704	PR_P07864
ENSP00000395547	PR_Q9BZE0
ENSP00000483602	PR_Q53GA4
ENSP00000372925	PR_P67870
ENSP00000255381	PR_Q9Y623
ENSP00000439245	PR_Q99447
ENSP00000352119	PR_P0C0S8
ENSP00000271971	PR_O14815
ENSP00000463245	PR_Q9Y2Y6
ENSP00000267377	PR_P30872
ENSP00000261296	PR_O95455
ENSP00000376071	PR_Q6P1L5
ENSP00000253354	PR_Q8TDL5
ENSP00000378505	PR_P49761
ENSP00000481751	PR_Q6PIW4
ENSP00000363419	PR_Q9H019
ENSP00000499459	PR_Q9UHD0
ENSP00000458900	PR_P56557
ENSP00000500494	PR_O95476
ENSP00000425375	PR_Q0WX57
ENSP00000450865	PR_A0A0B4J263
ENSP00000476462	PR_Q92738
ENSP00000257637	PR_Q9BU79
ENSP00000365551	PR_Q9Y484
ENSP00000397118	PR_A0A0K0K1B3
ENSP00000360829	PR_Q7Z4J2
ENSP00000398660	PR_O96024
ENSP00000288699	PR_Q9BPU6
ENSP00000423099	PR_Q8TE69
ENSP00000374830	PR_A0A075B6I9
ENSP00000334148	PR_Q64LD2
ENSP00000455716	PR_P0C6T2
ENSP00000390279	PR_P63173
ENSP00000317468	PR_Q96FZ7
ENSP00000384179	PR_Q8WW38
ENSP00000292586	PR_Q6NTE8
ENSP00000477636	PR_Q96B70
ENSP00000441405	PR_Q8N3J9
ENSP00000420436	PR_P01602
ENSP00000492616	PR_Q9P1Z0
ENSP00000483786	PR_P37235
ENSP00000341504	PR_Q8WVC6
ENSP00000406779	PR_Q9NP80
ENSP00000387911	PR_O95453
ENSP00000497008	PR_Q8IVH4
ENSP00000345751	PR_P51168
ENSP00000479654	PR_Q9BSV6
ENSP00000359160	PR_Q9NUP7
ENSP00000447222	PR_Q9GZK7
ENSP00000433597	PR_E9PKD4
ENSP00000381092	PR_Q8TAA1
ENSP00000306662	PR_P35368
ENSP00000263119	PR_Q9Y6J0
ENSP00000382150	PR_Q6NYC8
ENSP00000399766	PR_Q16612
ENSP00000496569	PR_P68400
ENSP00000369145	PR_Q7Z2E3
ENSP00000498161	PR_Q86W33
ENSP00000481000	PR_P28838
ENSP00000483439	PR_Q8N148
ENSP00000388529	PR_P61313
ENSP00000491955	PR_P43628
ENSP00000295108	PR_Q13562
ENSP00000491711	PR_Q8N2U0
ENSP00000500685	PR_Q86WV6
ENSP00000314004	PR_Q9UJX6
ENSP00000370023	PR_P40939
ENSP00000363157	PR_O95150
ENSP00000297477	PR_Q6ZMB5
ENSP00000310723	PR_Q9BUQ8
ENSP00000412097	PR_Q9GZK7
ENSP00000261407	PR_Q6P1A2
ENSP00000303222	PR_Q9Y6C9
ENSP00000257245	PR_P62072
ENSP00000394624	PR_P35372
ENSP00000367207	PR_P01106
ENSP00000417354	PR_O00461
ENSP00000444278	PR_O14668
ENSP00000362058	PR_O43920
ENSP00000484928	PR_P55283
ENSP00000447091	PR_Q6J4K2
ENSP00000395359	PR_Q9BY67
ENSP00000415243	PR_P12757
ENSP00000434217	PR_P07858
ENSP00000410603	PR_Q86XD5
ENSP00000385903	PR_Q9H7X0
ENSP00000275603	PR_P40227
ENSP00000334642	PR_Q8NEN9
ENSP00000496170	PR_Q15813
ENSP00000461672	PR_P63261
ENSP00000361345	PR_Q5JUQ0
ENSP00000321049	PR_Q86WZ6
ENSP00000374014	PR_Q9BZW4
ENSP00000289228	PR_P42025
ENSP00000302327	PR_Q9Y3Y4
ENSP00000382476	PR_Q7Z745
ENSP00000304060	PR_Q8NGP2
ENSP00000483550	PR_Q86SQ7
ENSP00000475676	PR_Q96HB5
ENSP00000287275	PR_Q8WU03
ENSP00000487572	PR_Q9Y6R6
ENSP00000479374	PR_B6A8C7
ENSP00000367649	PR_Q8NGK9
ENSP00000324578	PR_P14921
ENSP00000356985	PR_O75618
ENSP00000255409	PR_P36222
ENSP00000381488	PR_A8MXZ3
ENSP00000493320	PR_Q96R45
ENSP00000379915	PR_P54259
ENSP00000441755	PR_Q9NR20
ENSP00000360871	PR_O00602
ENSP00000495551	PR_Q96QG7
ENSP00000215555	PR_Q9P0N8
ENSP00000253303	PR_Q15493
ENSP00000329471	PR_P24390
ENSP00000362135	PR_Q86U90
ENSP00000381470	PR_Q96BD8
ENSP00000392619	PR_Q9GZK4
ENSP00000264254	PR_Q9H2J4
ENSP00000399403	PR_Q9H0B6
ENSP00000357122	PR_Q6K0P9
ENSP00000353770	PR_P31350
ENSP00000307766	PR_P28566
ENSP00000312272	PR_Q96QA6
ENSP00000461464	PR_P18545
ENSP00000417782	PR_Q9H098
ENSP00000371859	PR_Q9NRL2
ENSP00000223293	PR_Q9UG22
ENSP00000383303	PR_O60469
ENSP00000369237	PR_P23975
ENSP00000396661	PR_Q9P1U0
ENSP00000467755	PR_Q5FVE4
ENSP00000386840	PR_A4UGR9
ENSP00000499823	PR_P50542
ENSP00000313953	PR_Q6P3X3
ENSP00000459021	PR_Q9C075
ENSP00000337816	PR_Q9NPA2
ENSP00000305777	PR_Q9HCP0
ENSP00000377060	PR_P83916
ENSP00000497179	PR_P63096
ENSP00000446541	PR_Q9NU63
ENSP00000265354	PR_P11831
ENSP00000471194	PR_P55055
ENSP00000335481	PR_Q96A84
ENSP00000380129	PR_Q6PFW1
ENSP00000359347	PR_P43363
ENSP00000386335	PR_Q8IV31
ENSP00000483345	PR_Q7Z4V5
ENSP00000268150	PR_Q08431
ENSP00000389552	PR_O95865
ENSP00000445116	PR_Q9UKK9
ENSP00000301788	PR_P62487
ENSP00000314343	PR_Q9NX70
ENSP00000385205	PR_Q9NRD5
ENSP00000362105	PR_Q9Y3A2
ENSP00000371388	PR_Q9BYN0
ENSP00000367346	PR_Q5TEU4
ENSP00000262904	PR_O00716
ENSP00000334922	PR_Q9BYQ2
ENSP00000374665	PR_P10253
ENSP00000356701	PR_Q92535
ENSP00000380061	PR_Q9NX65
ENSP00000342313	PR_Q96NU1
ENSP00000412583	PR_P62269
ENSP00000418194	PR_Q460N5
ENSP00000494694	PR_Q9NPC1
ENSP00000300187	PR_Q96JA4
ENSP00000500873	PR_Q8NDV7
ENSP00000481078	PR_A6NEM1
ENSP00000422634	PR_Q16566
ENSP00000394914	PR_Q5SQI0
ENSP00000338548	PR_P05230
ENSP00000409510	PR_P67870
ENSP00000370949	PR_Q6ZNB6
ENSP00000388608	PR_Q8NEE6
ENSP00000353030	PR_P10586
ENSP00000343819	PR_P32243
ENSP00000281038	PR_Q96I59
ENSP00000414398	PR_Q9UBS4
ENSP00000260283	PR_Q9P2F6
ENSP00000478561	PR_Q16678
ENSP00000257604	PR_O14545
ENSP00000366098	PR_O95070
ENSP00000330021	PR_P07225
ENSP00000365107	PR_Q96GX5
ENSP00000384433	PR_Q5T7B8
ENSP00000372126	PR_P59665
ENSP00000331258	PR_Q9H5K3
ENSP00000498999	PR_Q8N3Y1
ENSP00000215659	PR_P53778
ENSP00000251588	PR_Q9H6Q4
ENSP00000493234	PR_Q15615
ENSP00000377954	PR_Q9P2J5
ENSP00000269576	PR_P13645
ENSP00000306372	PR_P17036
ENSP00000341848	PR_Q14789
ENSP00000376615	PR_Q86UY8
ENSP00000321427	PR_Q8NCM2
ENSP00000244096	PR_P43363
ENSP00000375038	PR_P01825
ENSP00000301200	PR_Q6NZY7
ENSP00000388058	PR_Q13315
ENSP00000322801	PR_Q8NGI0
ENSP00000357182	PR_Q9NP31
ENSP00000363207	PR_A6NIR3
ENSP00000274673	PR_Q8IXS0
ENSP00000372820	PR_O77932
ENSP00000426191	PR_O75943
ENSP00000378342	PR_Q8TBZ6
ENSP00000387621	PR_Q8IVV2
ENSP00000467579	PR_Q969T9
ENSP00000370105	PR_Q6P1K8
ENSP00000379154	PR_Q8N9B8
ENSP00000380756	PR_Q6IA17
ENSP00000470539	PR_P0DJ07
ENSP00000432268	PR_P14060
ENSP00000493085	PR_Q8NGH9
ENSP00000225992	PR_P01298
ENSP00000441543	PR_P0CG48
ENSP00000376988	PR_Q2TB10
ENSP00000289968	PR_Q68EM7
ENSP00000332750	PR_Q15776
ENSP00000347043	PR_Q9BS31
ENSP00000365775	PR_P42898
ENSP00000276943	PR_Q9P0W0
ENSP00000445688	PR_E5RJM6
ENSP00000287538	PR_O60481
ENSP00000164305	PR_Q92521
ENSP00000495956	PR_Q12929
ENSP00000478406	PR_O95147
ENSP00000389998	PR_Q5HYA8
ENSP00000357448	PR_Q96AQ6
ENSP00000483547	PR_Q9NPA3
ENSP00000349493	PR_Q02747
ENSP00000305603	PR_P21217
ENSP00000278422	PR_Q9Y320
ENSP00000348019	PR_Q9NRA2
ENSP00000499915	PR_Q9BX79
ENSP00000234313	PR_P08567
ENSP00000326445	PR_A0PJX4
ENSP00000350266	PR_Q9H6A0
ENSP00000494997	PR_P30531
ENSP00000300571	PR_Q9NZH0
ENSP00000345773	PR_Q8N7W2
ENSP00000416341	PR_Q99435
ENSP00000442206	PR_P10912
ENSP00000369383	PR_P39210
ENSP00000351190	PR_P19823
ENSP00000422708	PR_P35754
ENSP00000380365	PR_Q15493
ENSP00000336587	PR_Q86X02
ENSP00000364193	PR_Q9UNF1
ENSP00000433633	PR_Q9Y6H6
ENSP00000306614	PR_O43447
ENSP00000482607	PR_Q6U7Q0
ENSP00000451828	PR_P31749
ENSP00000343205	PR_P04150
ENSP00000378356	PR_O95235
ENSP00000346340	PR_Q99627
ENSP00000333994	PR_P68871
ENSP00000463154	PR_Q9BTT0
ENSP00000358397	PR_Q86X60
ENSP00000246041	PR_Q9NUS5
ENSP00000299339	PR_P78369
ENSP00000377508	PR_P14923
ENSP00000389299	PR_Q96QC0
ENSP00000388738	PR_Q96PC3
ENSP00000436182	PR_Q9H609
ENSP00000433833	PR_Q9BQ49
ENSP00000306974	PR_Q8NGS0
ENSP00000339109	PR_Q9H1A4
ENSP00000299766	PR_P32245
ENSP00000312734	PR_Q92930
ENSP00000332591	PR_P49146
ENSP00000359211	PR_Q12882
ENSP00000486110	PR_P0C7T2
ENSP00000296326	PR_Q8WVZ1
ENSP00000281156	PR_Q5VWX1
ENSP00000350893	PR_P15529
ENSP00000346927	PR_Q93015
ENSP00000358822	PR_P49184
ENSP00000469090	PR_O00267
ENSP00000376871	PR_Q9UBK7
ENSP00000298355	PR_Q9C026
ENSP00000345156	PR_P50914
ENSP00000378180	PR_Q9NPI1
ENSP00000386791	PR_B9A014
ENSP00000307900	PR_P15104
ENSP00000322341	PR_P57723
ENSP00000416250	PR_Q14232
ENSP00000366030	PR_Q8N4J0
ENSP00000365486	PR_Q8N688
ENSP00000379815	PR_Q8N9M5
ENSP00000292363	PR_Q9BV68
ENSP00000389600	PR_Q9Y2C9
ENSP00000316152	PR_P11686
ENSP00000377931	PR_Q00005
ENSP00000351380	PR_Q96EY4
ENSP00000219252	PR_P19387
ENSP00000363417	PR_Q8WY07
ENSP00000498698	PR_Q96T88
ENSP00000353739	PR_Q96MG8
ENSP00000350531	PR_P16949
ENSP00000347748	PR_Q86W33
ENSP00000352144	PR_O60513
ENSP00000490829	PR_W5XKT8
ENSP00000355968	PR_Q9Y6M5
ENSP00000297268	PR_P08123
ENSP00000417451	PR_Q8N7X1
ENSP00000453281	PR_Q2KHR2
ENSP00000429721	PR_Q7Z4L9
ENSP00000357112	PR_O14862
ENSP00000304290	PR_P11230
ENSP00000389009	PR_A5YM72
ENSP00000312017	PR_Q8TBR7
ENSP00000375018	PR_P01764
ENSP00000479121	PR_P43628
ENSP00000480823	PR_Q86XF0
ENSP00000428876	PR_Q86UY5
ENSP00000367658	PR_Q8TDY3
ENSP00000498372	PR_O00507
ENSP00000366542	PR_P49910
ENSP00000496390	PR_P30531
ENSP00000333496	PR_Q9NZV8
ENSP00000290122	PR_P09093
ENSP00000342518	PR_A4IF30
ENSP00000356379	PR_Q8IZT6
ENSP00000434103	PR_P59190
ENSP00000333539	PR_Q8TD10
ENSP00000263519	PR_Q16720
ENSP00000370139	PR_P53701
ENSP00000274255	PR_Q13309
ENSP00000375030	PR_A0A0A0MS14
ENSP00000362298	PR_O95470
ENSP00000351255	PR_Q14765
ENSP00000393417	PR_P31944
ENSP00000348163	PR_P13797
ENSP00000253144	PR_Q9NQX6
ENSP00000225174	PR_P30405
ENSP00000387050	PR_Q8IV08
ENSP00000369055	PR_P15291
ENSP00000416959	PR_P62995
ENSP00000427695	PR_P50616
ENSP00000458515	PR_Q9NYG5
ENSP00000261353	PR_P62699
ENSP00000369292	PR_Q5K651
ENSP00000350491	PR_P49642
ENSP00000347032	PR_Q8TBX8
ENSP00000248901	PR_Q9UIA0
ENSP00000299163	PR_Q9NWT6
ENSP00000266022	PR_P78332
ENSP00000302625	PR_Q9Y2T1
ENSP00000387890	PR_Q14651
ENSP00000309945	PR_Q9H2V7
ENSP00000451837	PR_A0A0B4J272
ENSP00000481714	PR_P46459
ENSP00000323595	PR_Q8NGG4
ENSP00000426687	PR_P01591
ENSP00000265758	PR_O43709
ENSP00000410530	PR_Q9P1U0
ENSP00000495147	PR_Q4G0N8
ENSP00000263196	PR_P98153
ENSP00000355306	PR_Q8IYL3
ENSP00000437162	PR_P0DJI9
ENSP00000318852	PR_O95861
ENSP00000481486	PR_P62805
ENSP00000348645	PR_A1KZ92
ENSP00000343746	PR_Q92828
ENSP00000335106	PR_O75449
ENSP00000485847	PR_Q8TBZ5
ENSP00000500403	PR_P43251
ENSP00000374274	PR_A1L4H1
ENSP00000386807	PR_Q5BLP8
ENSP00000385026	PR_Q15822
ENSP00000306906	PR_Q9P0P0
ENSP00000393224	PR_Q9H7X0
ENSP00000492930	PR_Q8NH42
ENSP00000497326	PR_P36551
ENSP00000440384	PR_Q9Y2J0
ENSP00000439278	PR_O95049
ENSP00000428878	PR_Q8TF20
ENSP00000397043	PR_Q9HCM9
ENSP00000441692	PR_Q13017
ENSP00000257831	PR_Q9NZC4
ENSP00000288071	PR_Q9UMR2
ENSP00000349252	PR_P20701
ENSP00000401306	PR_Q5CZC0
ENSP00000341882	PR_Q9UQ52
ENSP00000483936	PR_Q4VX76
ENSP00000078429	PR_P29992
ENSP00000326948	PR_Q9UET6
ENSP00000386473	PR_Q6PIS1
ENSP00000355042	PR_Q7Z5A8
ENSP00000387198	PR_Q4G0S4
ENSP00000413152	PR_Q9Y680
ENSP00000219611	PR_O75808
ENSP00000386133	PR_Q8N7R1
ENSP00000379204	PR_P18075
ENSP00000252992	PR_Q6P2H3
ENSP00000397157	PR_Q96FX8
ENSP00000311888	PR_P26572
ENSP00000424798	PR_Q5HYI7
ENSP00000300113	PR_O43745
ENSP00000362179	PR_Q5D1E8
ENSP00000347710	PR_O60890
ENSP00000357067	PR_Q92806
ENSP00000413765	PR_Q5SRR4
ENSP00000397530	PR_Q9UIM3
ENSP00000354724	PR_Q3KNV8
ENSP00000003302	PR_Q96RU2
ENSP00000440643	PR_O60602
ENSP00000349878	PR_P51858
ENSP00000375039	PR_A0A0C4DH41
ENSP00000361646	PR_Q9H0C1
ENSP00000338523	PR_Q53EP0
ENSP00000379213	PR_P12272
ENSP00000345968	PR_Q96PD5
ENSP00000391504	PR_Q0VFZ6
ENSP00000482495	PR_Q9BYW1
ENSP00000245458	PR_P62273
ENSP00000384291	PR_A4QPB2
ENSP00000363533	PR_Q5I0G3
ENSP00000463598	PR_Q9NYG5
ENSP00000377427	PR_Q99808
ENSP00000354669	PR_Q8N5J2
ENSP00000387264	PR_P48059
ENSP00000228318	PR_Q00325
ENSP00000270218	PR_Q9UHD0
ENSP00000321330	PR_P50876
ENSP00000352354	PR_Q9H4M9
ENSP00000290795	PR_Q9HC44
ENSP00000263966	PR_Q92995
ENSP00000252979	PR_Q9Y3M9
ENSP00000265471	PR_O94766
ENSP00000302552	PR_A6NK44
ENSP00000323191	PR_Q9NXZ1
ENSP00000318437	PR_Q8NFU4
ENSP00000375019	PR_A0A0C4DH33
ENSP00000349313	PR_Q9H9Q4
ENSP00000295731	PR_Q14623
ENSP00000321021	PR_Q8N5U0
ENSP00000335636	PR_P61599
ENSP00000282549	PR_P32242
ENSP00000354972	PR_Q5VZE5
ENSP00000376184	PR_Q02338
ENSP00000399308	PR_Q8WVV5
ENSP00000417480	PR_P49789
ENSP00000361942	PR_Q9H426
ENSP00000272223	PR_Q8TAX0
ENSP00000238497	PR_O75351
ENSP00000423820	PR_Q8NB50
ENSP00000309782	PR_Q96AM1
ENSP00000301457	PR_O95182
ENSP00000297625	PR_Q6NSJ0
ENSP00000218652	PR_Q9NV92
ENSP00000288912	PR_Q8TBY9
ENSP00000332806	PR_Q9NT22
ENSP00000468376	PR_Q496M5
ENSP00000306528	PR_Q9BSY9
ENSP00000386751	PR_Q6PI47
ENSP00000365007	PR_Q9Y2G8
ENSP00000209875	PR_P45973
ENSP00000229314	PR_Q9Y3E0
ENSP00000372919	PR_P67870
ENSP00000429601	PR_Q9Y5G7
ENSP00000345358	PR_Q96EZ8
ENSP00000357807	PR_Q8N1Q8
ENSP00000296129	PR_Q9H5V8
ENSP00000216061	PR_O75170
ENSP00000261366	PR_P20700
ENSP00000360498	PR_Q8IXM3
ENSP00000345096	PR_P20839
ENSP00000264052	PR_P23497
ENSP00000376721	PR_Q05516
ENSP00000429329	PR_Q7Z5G4
ENSP00000495466	PR_Q15722
ENSP00000374482	PR_Q86SM8
ENSP00000286548	PR_P50148
ENSP00000385451	PR_P21741
ENSP00000332886	PR_P0C091
ENSP00000357596	PR_Q8TEY5
ENSP00000388674	PR_P62910
ENSP00000453403	PR_Q9BXS6
ENSP00000384040	PR_Q96PX6
ENSP00000410219	PR_Q9Y520
ENSP00000402505	PR_Q8IZJ3
ENSP00000367102	PR_Q4U2R8
ENSP00000491295	PR_P26367
ENSP00000392913	PR_P52434
ENSP00000403804	PR_Q8NHX4
ENSP00000294053	PR_Q9H078
ENSP00000495485	PR_Q8N4S0
ENSP00000333917	PR_Q8NEJ0
ENSP00000476141	PR_P0DM35
ENSP00000489698	PR_O95452
ENSP00000479194	PR_Q6P2Q9
ENSP00000233630	PR_Q9BSM1
ENSP00000433361	PR_Q9NQ34
ENSP00000261499	PR_Q9UPM9
ENSP00000435781	PR_O75936
ENSP00000225387	PR_P05813
ENSP00000385676	PR_O94856
ENSP00000477455	PR_Q13224
ENSP00000481079	PR_Q96BZ8
ENSP00000475471	PR_Q9H4I9
ENSP00000362300	PR_Q9UL18
ENSP00000381876	PR_Q86T65
ENSP00000257745	PR_Q8IZD2
ENSP00000252137	PR_Q96DF8
ENSP00000334547	PR_Q16559
ENSP00000420558	PR_Q9UJF2
ENSP00000380050	PR_Q96LW9
ENSP00000286398	PR_O95347
ENSP00000274353	PR_Q93088
ENSP00000449795	PR_O43715
ENSP00000468980	PR_Q5H9E4
ENSP00000405620	PR_Q7L2E3
ENSP00000341782	PR_Q96MZ0
ENSP00000385826	PR_Q5T8A7
ENSP00000295755	PR_Q9BQ08
ENSP00000367214	PR_A6NFK2
ENSP00000301015	PR_Q92508
ENSP00000330426	PR_P60827
ENSP00000500574	PR_Q8TE02
ENSP00000340969	PR_Q9Y6I9
ENSP00000315505	PR_P10072
ENSP00000393845	PR_P0DN37
ENSP00000489776	PR_A0A1B0GUA7
ENSP00000383594	PR_Q9NWH2
ENSP00000264870	PR_P00488
ENSP00000330338	PR_Q8NGH7
ENSP00000361608	PR_Q5T3U5
ENSP00000360502	PR_P51160
ENSP00000393154	PR_Q8NCQ5
ENSP00000357320	PR_P51398
ENSP00000322991	PR_O15382
ENSP00000225729	PR_P55039
ENSP00000304669	PR_P35221
ENSP00000308873	PR_Q96LY2
ENSP00000453350	PR_P61769
ENSP00000317790	PR_Q9NRC6
ENSP00000300177	PR_O60565
ENSP00000464040	PR_Q15053
ENSP00000355941	PR_Q17R31
ENSP00000279227	PR_Q86UX7
ENSP00000309432	PR_Q86VR2
ENSP00000478767	PR_Q96SB3
ENSP00000269703	PR_Q6NT55
ENSP00000374840	PR_P01717
ENSP00000453962	PR_P0C7T8
ENSP00000377833	PR_P09525
ENSP00000485401	PR_A0A096LP55
ENSP00000372756	PR_Q9Y4H4
ENSP00000364110	PR_Q5JRK9
ENSP00000495273	PR_P62081
ENSP00000353098	PR_Q9BTE3
ENSP00000390941	PR_Q86WG3
ENSP00000444433	PR_O43819
ENSP00000361765	PR_Q5H9L2
ENSP00000298943	PR_Q5VWW1
ENSP00000490618	PR_Q9NYJ8
ENSP00000411013	PR_P57727
ENSP00000355736	PR_Q8IZS6
ENSP00000498846	PR_Q3KRB8
ENSP00000303231	PR_P29459
ENSP00000285419	PR_Q8N4L2
ENSP00000488456	PR_A0A075B6S5
ENSP00000500162	PR_Q96R69
ENSP00000253233	PR_Q9H3J6
ENSP00000414880	PR_O96024
ENSP00000372202	PR_Q8WVE0
ENSP00000372713	PR_P06340
ENSP00000261187	PR_O60669
ENSP00000381931	PR_P18754
ENSP00000303208	PR_Q8NBP7
ENSP00000380971	PR_Q13769
ENSP00000380649	PR_P63279
ENSP00000380283	PR_Q96CH1
ENSP00000366124	PR_P01034
ENSP00000404533	PR_P01903
ENSP00000485948	PR_Q9P0L1
